ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel
16061,Female,Married,Graduate,2,4,8,76380,3,-2,Testing,3,9,4,4,4,4,17,11,12,2,3,VP
16062,Male,Married,Post-Graduate,2,4,8,93455,2,0,Product Management,3,5,2,3,3,4,16,5,9,2,4,Product Owner
16063,Male,Married,Graduate,3,4,7,94968,3,-1,Training,3,7,0,3,2,3,18,7,10,3,3,Product Owner
16064,Male,Married,Graduate,1,4,12,55442,2,1,Sales,3,5,2,5,4,4,9,4,8,4,2,Product Manager
16065,Female,Married,Doctorate,2,4,9,49093,2,1,DevOps,3,6,1,5,4,4,11,4,10,2,3,Product Manager
16066,Male,Married,Graduate,3,4,18,50500,2,1,Public Relations,2,2,3,3,5,3,10,5,7,3,4,Senior Developer
16067,Male,Married,Post-Graduate,4,5,8,93597,3,1,DevOps,3,7,4,2,4,1,13,5,9,3,5,Product Owner
16068,Male,Married,Post-Graduate,1,4,7,89145,2,0,Testing,3,5,2,3,1,1,15,7,10,3,1,Product Owner
16069,Female,Married,Graduate,4,4,9,79899,3,0,Sales,3,7,2,2,5,4,18,8,14,2,4,VP
16070,Female,Married,Graduate,3,3,6,84252,3,1,Consultancy,3,7,2,5,2,2,12,6,9,4,4,Product Owner
16071,Male,Married,Graduate,3,3,6,88627,3,-2,HR,3,5,0,4,3,2,17,10,14,3,1,VP
16072,Male,Married,Doctorate,3,5,8,89401,2,0,Product Management,3,9,3,2,1,4,20,4,14,4,2,VP
16073,Male,Married,Post-Graduate,4,5,18,59137,2,-2,People Management,2,3,1,3,1,1,8,4,7,1,5,Senior Developer
16074,Male,Married,Post-Graduate,1,5,6,84899,2,-2,Sales,3,5,6,1,2,2,17,5,11,3,2,VP
16075,Male,Married,Graduate,1,3,13,52299,2,-1,HR,3,1,1,5,4,1,8,5,6,4,3,Senior Developer
16076,Male,Married,Post-Graduate,4,3,8,47495,2,-1,Consultancy,2,4,2,2,5,2,12,3,10,4,5,Product Manager
16077,Female,Married,Post-Graduate,4,5,15,46050,2,-1,Product Management,2,3,3,4,4,4,9,3,5,2,2,Senior Developer
16078,Female,Married,Graduate,3,3,13,62645,2,0,Development,3,0,1,5,1,1,16,5,8,3,4,Senior Developer
16079,Male,Married,Post-Graduate,3,3,9,87928,2,-2,HR,3,4,1,3,4,3,18,10,10,2,4,VP
16080,Male,Single,Post-Graduate,1,5,10,64913,2,0,Testing,3,3,4,1,2,2,14,4,9,4,3,Product Manager
16081,Female,Married,Post-Graduate,2,4,6,85466,3,0,People Management,3,5,4,4,3,3,20,8,10,4,3,VP
16082,Male,Married,Graduate,2,3,10,64724,2,1,Product Management,3,7,5,5,5,1,18,7,9,3,3,Product Manager
16083,Female,Married,Post-Graduate,4,5,8,53906,2,-1,HR,2,4,1,4,2,3,10,6,9,4,2,Product Manager
16084,Female,Married,Graduate,3,5,7,75797,3,0,People Management,3,3,4,4,2,3,17,3,11,2,2,VP
16085,Male,Married,Graduate,4,3,12,62008,2,1,Public Relations,3,1,1,4,2,1,10,3,6,2,5,Senior Developer
16086,Male,Married,Post-Graduate,2,5,6,89807,2,0,HR,3,5,5,4,3,1,20,5,9,3,2,Product Owner
16087,Male,Married,Graduate,3,4,9,53775,2,1,Development,3,5,1,2,3,2,17,5,10,4,2,Product Manager
16088,Female,Married,Doctorate,3,3,8,81700,3,1,Product Management,3,4,2,4,4,4,15,8,11,4,2,Product Owner
16089,Male,Married,Post-Graduate,2,3,6,84185,2,0,Consultancy,3,7,3,4,1,2,16,8,10,2,1,Product Owner
16090,Male,Divorced,Graduate,2,4,9,60182,2,-2,Development,3,2,0,5,5,4,20,3,10,4,4,Product Manager
16091,Female,Married,Post-Graduate,4,4,18,47547,2,1,Public Relations,3,1,3,5,1,3,17,5,5,1,1,Senior Developer
16092,Female,Married,Post-Graduate,4,4,10,63315,2,0,Development,3,2,0,1,4,2,12,6,10,3,1,Product Manager
16093,Male,Single,Post-Graduate,3,3,9,82692,3,-1,Public Relations,3,7,4,3,4,1,8,8,8,1,1,Product Owner
16094,Female,Married,Graduate,4,3,8,75301,3,1,Public Relations,3,2,1,4,2,4,15,3,9,4,4,Product Owner
16095,Male,Married,Doctorate,4,4,6,93064,3,-1,Development,3,2,2,1,3,2,10,4,9,3,4,Product Owner
16096,Male,Married,Post-Graduate,2,4,10,53609,2,0,HR,3,6,4,3,2,4,8,5,8,1,3,Product Manager
16097,Male,Married,Doctorate,4,4,9,52486,2,-1,HR,3,5,0,4,1,4,16,7,9,4,5,Product Manager
16098,Female,Divorced,Graduate,1,3,9,87293,2,-2,People Management,3,5,3,3,5,1,11,4,10,2,2,Product Owner
16099,Male,Divorced,Graduate,2,3,6,90748,2,0,Product Management,3,2,0,1,3,4,17,7,9,3,4,Product Owner
16100,Male,Married,Graduate,1,3,11,48620,2,-2,Product Management,2,2,1,5,2,2,11,4,9,2,2,Product Manager
16101,Female,Married,Graduate,2,3,9,80895,3,-1,Public Relations,3,5,1,4,4,1,15,9,14,4,1,VP
16102,Male,Married,Post-Graduate,3,3,11,46665,2,-1,Product Management,2,2,3,4,1,4,15,4,10,3,4,Product Manager
16103,Male,Married,Post-Graduate,2,4,9,88013,3,-1,DevOps,3,5,3,5,2,2,17,8,11,3,4,Product Owner
16104,Male,Married,Post-Graduate,3,3,8,48096,2,1,Consultancy,3,2,0,3,5,4,11,3,10,1,2,Product Manager
16105,Male,Married,Graduate,2,3,18,54454,2,1,HR,3,0,3,2,2,3,9,5,5,2,5,Senior Developer
16106,Male,Married,Post-Graduate,2,4,6,90871,2,1,Training,3,3,4,5,3,1,16,8,13,2,4,VP
16107,Female,Single,Post-Graduate,3,4,12,53311,2,1,People Management,2,0,2,5,2,3,20,5,8,3,5,Senior Developer
16108,Male,Divorced,Graduate,2,4,12,46569,2,1,Product Management,3,3,0,4,4,1,17,5,9,2,4,Product Manager
16109,Male,Divorced,Graduate,2,4,10,50236,2,-1,HR,3,6,3,3,2,3,11,7,8,4,1,Product Manager
16110,Female,Married,Post-Graduate,2,3,9,60374,2,-1,Consultancy,3,6,4,4,3,1,13,6,10,3,2,Product Manager
16111,Female,Single,Post-Graduate,3,5,7,89347,3,1,Public Relations,3,2,2,3,2,4,13,5,11,3,5,Product Owner
16112,Male,Married,Post-Graduate,3,3,6,93711,3,0,Testing,3,4,4,3,5,1,17,8,10,3,4,VP
16113,Female,Married,Post-Graduate,4,3,11,45347,2,1,People Management,3,6,1,2,1,4,10,7,9,2,3,Product Manager
16114,Male,Married,Post-Graduate,3,5,12,49397,2,-2,Training,3,2,2,2,3,4,10,7,8,3,4,Product Manager
16115,Female,Married,Graduate,1,5,8,91255,3,0,Training,3,7,1,4,2,3,19,11,14,3,5,VP
16116,Male,Single,Post-Graduate,4,3,8,76282,3,-1,HR,3,4,2,5,2,2,15,6,10,3,2,VP
16117,Female,Married,Graduate,4,4,15,63062,2,0,Consultancy,3,1,1,3,5,4,10,5,8,4,3,Senior Developer
16118,Female,Married,Graduate,1,4,8,76805,2,0,Consultancy,3,3,1,4,5,1,18,5,10,4,4,VP
16119,Male,Married,Graduate,3,5,6,76117,2,-1,Product Management,3,8,4,2,5,4,15,7,13,2,4,VP
16120,Male,Married,Post-Graduate,3,3,8,93865,2,0,Testing,3,4,6,3,1,1,16,6,12,3,3,VP
16121,Female,Married,Graduate,3,3,6,91336,2,-2,Testing,3,4,0,2,1,1,20,7,9,4,3,Product Owner
16122,Male,Married,Graduate,4,4,7,94730,3,-1,Training,3,4,4,5,5,4,20,8,9,4,5,Product Owner
16123,Male,Married,Doctorate,4,4,7,84712,3,0,Public Relations,3,3,0,3,5,4,18,9,13,3,2,VP
16124,Female,Married,Graduate,4,4,10,47035,2,0,Training,3,5,5,5,4,2,12,3,9,4,2,Product Manager
16125,Male,Married,Doctorate,1,3,15,46545,2,-1,Testing,2,0,2,4,2,1,13,3,8,3,2,Senior Developer
16126,Female,Single,Post-Graduate,2,3,8,49642,2,0,DevOps,2,6,0,2,3,3,13,5,8,3,4,Product Manager
16127,Male,Married,Graduate,2,3,8,88462,2,-2,Sales,3,3,6,1,1,2,16,8,11,3,3,VP
16128,Male,Single,Graduate,4,4,8,83283,3,-1,Development,3,7,0,4,4,4,16,6,11,4,5,Product Owner
16129,Female,Divorced,Graduate,2,3,8,84093,3,0,Public Relations,3,8,0,1,2,2,19,7,14,2,2,VP
16130,Female,Married,Graduate,4,3,17,52503,2,1,Sales,3,3,3,3,4,4,18,4,8,3,2,Senior Developer
16131,Male,Divorced,Graduate,2,4,9,93487,2,0,Development,3,5,2,3,3,1,13,5,10,2,3,Product Owner
16132,Male,Married,Graduate,4,4,9,75560,2,-1,Public Relations,3,5,4,4,5,2,19,8,11,3,4,VP
16133,Female,Married,Post-Graduate,1,4,15,60459,2,-1,People Management,3,3,3,1,1,2,9,3,6,4,4,Senior Developer
16134,Female,Married,Graduate,1,3,9,85205,3,1,DevOps,3,7,3,4,3,2,14,4,9,2,3,Product Owner
16135,Male,Married,Graduate,3,3,8,90190,2,-2,Testing,3,7,3,1,1,2,18,8,10,3,2,Product Owner
16136,Male,Married,Graduate,3,3,8,85103,3,1,DevOps,3,7,0,1,4,4,15,6,14,3,5,VP
16137,Male,Married,Graduate,3,4,12,61306,2,1,Product Management,3,0,2,2,1,1,13,4,8,1,3,Senior Developer
16138,Male,Single,Doctorate,4,4,17,58692,2,0,Product Management,3,0,2,2,4,4,9,3,5,2,2,Senior Developer
16139,Male,Married,Graduate,4,3,7,88712,3,-1,Testing,3,3,0,2,2,4,8,7,8,1,4,Product Owner
16140,Male,Married,Post-Graduate,2,4,6,79769,2,-1,DevOps,3,5,2,2,5,1,17,5,10,4,2,Product Owner
16141,Female,Married,Post-Graduate,2,3,8,57786,2,1,Consultancy,3,4,5,3,5,2,14,7,8,2,1,Product Manager
16142,Male,Divorced,Graduate,2,5,9,82529,3,1,Public Relations,3,3,0,4,1,4,9,5,9,1,3,Product Owner
16143,Female,Married,Graduate,3,5,8,94088,3,-2,DevOps,3,9,4,3,3,1,19,9,13,3,2,VP
16144,Female,Single,Doctorate,4,3,9,89410,2,1,HR,3,6,5,4,4,3,15,8,10,2,2,VP
16145,Male,Married,Post-Graduate,3,3,17,56332,2,0,People Management,3,2,2,4,4,1,10,5,5,1,5,Senior Developer
16146,Female,Married,Post-Graduate,4,4,15,64814,2,0,Sales,2,3,1,2,3,1,17,3,6,4,5,Senior Developer
16147,Male,Married,Graduate,4,4,11,60107,2,0,People Management,3,6,2,2,3,1,9,4,8,2,3,Product Manager
16148,Male,Married,Graduate,2,3,17,50816,2,-1,Public Relations,2,1,3,4,2,1,16,5,5,1,5,Senior Developer
16149,Female,Married,Graduate,1,3,14,63769,2,1,DevOps,2,3,3,4,5,4,9,3,5,3,1,Senior Developer
16150,Male,Married,Graduate,2,4,10,61670,2,1,Product Management,2,7,5,3,1,4,14,6,9,2,2,Product Manager
16151,Female,Single,Doctorate,1,5,12,57929,2,-1,HR,3,1,2,2,5,2,14,5,6,1,4,Senior Developer
16152,Male,Married,Graduate,3,4,11,60272,2,1,Public Relations,3,2,4,2,2,2,12,6,9,1,4,Product Manager
16153,Male,Married,Graduate,3,3,6,89843,2,0,Testing,3,7,3,4,5,2,14,4,9,4,4,Product Owner
16154,Male,Married,Graduate,2,4,8,84541,3,-2,Training,3,4,4,3,2,1,17,6,12,2,5,VP
16155,Male,Married,Graduate,4,5,7,80032,2,-2,People Management,3,4,4,4,1,3,18,5,9,3,2,Product Owner
16156,Female,Married,Post-Graduate,3,3,15,45619,2,-2,Product Management,2,1,3,1,4,4,12,3,6,1,5,Senior Developer
16157,Male,Married,Post-Graduate,3,4,17,47229,2,1,HR,2,2,0,4,2,1,17,5,7,4,3,Senior Developer
16158,Female,Married,Graduate,2,4,8,91021,3,-1,Public Relations,3,2,3,5,3,2,19,3,9,3,3,Product Owner
16159,Female,Single,Graduate,4,3,8,49070,2,1,Training,3,4,3,5,4,3,17,6,10,2,2,Product Manager
16160,Male,Single,Post-Graduate,4,3,6,77192,2,-1,Public Relations,3,6,5,2,4,2,18,5,11,4,1,Product Owner
16161,Male,Married,Graduate,4,4,7,85526,3,-1,People Management,3,4,1,4,4,1,19,10,13,3,1,VP
16162,Male,Married,Graduate,3,5,17,47525,2,-1,Development,2,1,2,4,5,4,15,4,5,2,4,Senior Developer
16163,Female,Married,Post-Graduate,3,4,7,91844,3,-2,Development,3,4,0,2,2,1,16,10,14,3,2,VP
16164,Male,Married,Graduate,4,4,8,77233,3,-1,Training,3,6,1,1,4,2,14,4,10,2,2,Product Owner
16165,Male,Married,Doctorate,3,5,16,50478,2,1,People Management,3,1,1,3,5,2,14,5,6,1,1,Senior Developer
16166,Male,Married,Graduate,2,3,8,81123,2,-2,Training,3,4,5,4,4,2,18,8,12,3,5,VP
16167,Male,Married,Post-Graduate,3,5,17,61807,2,0,Consultancy,3,2,2,5,5,1,14,3,8,4,2,Senior Developer
16168,Male,Married,Post-Graduate,1,3,12,56055,2,0,Product Management,2,3,4,4,4,1,11,3,8,1,5,Product Manager
16169,Male,Married,Doctorate,3,4,9,84902,3,-2,Development,3,5,4,2,2,3,11,4,10,4,1,Product Owner
16170,Female,Single,Doctorate,1,3,12,57570,2,-1,Product Management,3,4,3,4,2,2,15,6,10,2,4,Product Manager
16171,Male,Divorced,Graduate,2,4,9,80343,3,1,People Management,3,7,3,1,1,1,19,10,13,3,4,VP
16172,Male,Married,Doctorate,4,3,8,79952,3,0,Public Relations,3,4,3,5,3,3,13,4,11,3,4,Product Owner
16173,Male,Married,Graduate,4,5,8,84064,2,-2,Training,3,6,0,3,3,2,11,7,9,2,3,Product Owner
16174,Female,Married,Post-Graduate,1,3,6,80395,2,-2,Sales,3,5,2,1,1,3,18,9,10,4,2,VP
16175,Male,Married,Graduate,2,3,8,76306,3,-1,Sales,3,7,1,4,4,4,17,11,13,4,1,VP
16176,Male,Married,Graduate,3,5,6,83963,3,0,Product Management,3,6,0,2,1,4,18,6,12,2,5,VP
16177,Male,Married,Graduate,1,3,12,57270,2,1,Testing,2,6,1,5,4,4,13,4,9,3,2,Product Manager
16178,Female,Single,Post-Graduate,1,5,15,60513,2,-1,Sales,2,1,2,2,3,4,14,3,5,4,4,Senior Developer
16179,Male,Married,Doctorate,4,3,15,62284,2,-1,Sales,3,1,2,3,5,4,20,3,7,4,1,Senior Developer
16180,Female,Divorced,Graduate,4,5,6,90668,2,0,HR,3,8,5,5,2,4,18,3,12,2,3,VP
16181,Male,Married,Graduate,2,4,16,62678,2,0,Public Relations,3,3,0,5,4,4,13,3,8,1,3,Senior Developer
16182,Female,Married,Graduate,4,3,6,82932,2,-2,Public Relations,3,3,5,2,2,4,17,8,9,3,4,Product Owner
16183,Female,Single,Post-Graduate,3,4,13,58052,2,-2,Public Relations,3,3,1,3,3,4,19,3,8,1,1,Senior Developer
16184,Female,Married,Post-Graduate,2,4,9,75126,2,0,Development,3,5,5,1,2,3,20,9,14,2,3,VP
16185,Female,Married,Post-Graduate,3,5,8,57976,2,-2,People Management,3,4,1,1,4,3,14,3,10,3,3,Product Manager
16186,Male,Single,Doctorate,3,3,16,51908,2,-1,Product Management,3,1,1,3,4,4,17,3,6,2,3,Senior Developer
16187,Male,Married,Post-Graduate,3,3,6,88241,2,0,Training,3,7,2,5,2,2,18,4,10,4,4,Product Owner
16188,Female,Married,Post-Graduate,4,4,10,58745,2,-1,HR,2,4,5,1,4,1,9,5,8,4,1,Product Manager
16189,Male,Married,Post-Graduate,4,4,7,93342,3,0,Development,3,4,4,3,5,2,8,4,8,1,4,Product Owner
16190,Male,Married,Graduate,4,4,12,52122,2,-1,Testing,3,7,5,5,3,4,8,4,8,1,4,Product Manager
16191,Male,Divorced,Graduate,1,4,8,87297,3,0,Testing,3,3,3,1,4,3,15,10,13,3,2,VP
16192,Male,Married,Graduate,1,4,6,90026,2,1,Development,3,8,3,5,2,4,16,11,11,4,2,VP
16193,Female,Married,Post-Graduate,1,5,8,94117,3,-1,Testing,3,6,5,3,5,1,20,9,12,2,3,VP
16194,Male,Single,Post-Graduate,4,4,6,83845,2,0,Public Relations,3,7,6,4,2,2,19,3,13,4,1,VP
16195,Male,Married,Doctorate,4,3,14,51055,2,0,Development,3,3,3,3,3,2,12,5,5,1,2,Senior Developer
16196,Male,Single,Post-Graduate,1,3,6,81904,3,0,Training,3,3,1,3,3,1,15,3,14,2,1,VP
16197,Male,Single,Post-Graduate,2,3,9,92883,2,-1,DevOps,3,3,4,1,4,2,19,5,14,4,1,VP
16198,Male,Married,Graduate,3,3,9,88798,2,1,Product Management,3,3,0,1,1,1,20,7,14,3,2,VP
16199,Female,Married,Graduate,1,3,9,64207,2,0,Consultancy,2,7,4,3,3,3,10,5,8,3,4,Product Manager
16200,Male,Married,Graduate,4,5,16,57916,2,-2,Sales,2,2,2,4,4,3,8,3,5,1,1,Senior Developer
16201,Male,Single,Graduate,2,3,9,83942,2,1,Training,3,6,4,3,4,2,11,5,10,4,5,Product Owner
16202,Male,Married,Graduate,2,4,7,83355,2,0,People Management,3,4,2,4,3,2,16,3,10,4,2,VP
16203,Male,Single,Post-Graduate,4,5,8,55125,2,-1,Product Management,3,4,1,4,4,4,10,5,9,3,1,Product Manager
16204,Female,Married,Graduate,2,3,13,56903,2,1,Consultancy,3,1,2,3,3,1,16,4,5,3,1,Senior Developer
16205,Male,Married,Post-Graduate,4,5,6,91969,3,-2,Training,3,9,3,4,3,4,15,8,12,2,2,VP
16206,Male,Married,Post-Graduate,2,5,8,93287,3,1,HR,3,5,1,3,5,4,20,5,12,2,2,VP
16207,Female,Married,Post-Graduate,2,4,12,54614,2,0,People Management,2,2,1,3,1,1,9,4,8,3,5,Senior Developer
16208,Male,Married,Post-Graduate,2,3,8,56945,2,-1,Sales,2,6,4,2,1,4,18,7,10,2,4,Product Manager
16209,Male,Married,Post-Graduate,1,4,10,49392,2,0,Development,3,3,4,2,3,1,15,6,8,3,1,Product Manager
16210,Male,Married,Doctorate,4,4,8,47107,2,-2,HR,3,3,4,3,3,1,20,5,9,4,5,Product Manager
16211,Female,Married,Graduate,4,3,8,93890,3,0,Sales,3,8,0,2,5,3,19,6,11,3,2,VP
16212,Male,Divorced,Graduate,4,4,6,83688,2,1,HR,3,5,0,4,2,4,9,5,9,1,4,Product Owner
16213,Male,Married,Graduate,4,3,6,83278,2,1,Development,3,2,3,4,1,1,17,4,10,3,4,Product Owner
16214,Male,Married,Post-Graduate,3,3,12,50484,2,1,Public Relations,2,1,0,1,4,4,20,5,8,4,5,Senior Developer
16215,Female,Married,Post-Graduate,4,3,18,58554,2,-2,Product Management,2,1,0,4,1,1,18,5,8,1,2,Senior Developer
16216,Female,Married,Graduate,2,3,15,55510,2,-2,Product Management,3,3,2,2,2,1,19,5,6,1,4,Senior Developer
16217,Male,Married,Graduate,1,4,6,94552,3,-2,DevOps,3,6,4,2,2,3,15,3,10,3,3,Product Owner
16218,Female,Married,Graduate,4,4,8,78582,2,-2,DevOps,3,7,3,4,2,4,20,9,10,4,4,VP
16219,Male,Married,Graduate,3,3,6,90832,3,-2,People Management,3,3,1,4,1,2,20,8,12,2,3,VP
16220,Female,Married,Graduate,3,4,6,77131,2,0,Development,3,3,3,1,1,3,8,5,8,1,4,Product Owner
16221,Female,Divorced,Post-Graduate,3,3,6,81435,3,0,Consultancy,3,3,2,2,4,1,9,5,9,1,3,Product Owner
16222,Male,Single,Graduate,3,4,6,83222,2,-2,Testing,3,3,3,3,3,2,17,3,10,4,5,Product Owner
16223,Male,Married,Post-Graduate,1,4,9,92726,3,1,Training,3,4,3,4,5,2,19,4,10,4,2,Product Owner
16224,Male,Married,Graduate,2,3,13,57736,2,-1,Product Management,2,1,2,1,1,1,12,4,8,1,3,Senior Developer
16225,Male,Married,Doctorate,3,3,14,59416,2,-2,Testing,3,1,0,3,3,3,10,4,5,2,2,Senior Developer
16226,Female,Married,Graduate,3,3,8,86912,2,1,DevOps,3,8,0,1,2,1,16,10,14,3,3,VP
16227,Male,Single,Graduate,2,3,13,64128,2,0,Public Relations,3,0,3,1,4,2,16,5,8,3,4,Senior Developer
16228,Female,Divorced,Post-Graduate,1,5,9,89835,2,-1,Sales,3,6,1,2,4,1,19,5,10,2,3,VP
16229,Female,Married,Post-Graduate,2,3,9,79976,2,1,HR,3,7,4,4,4,4,16,7,10,2,3,VP
16230,Male,Divorced,Post-Graduate,3,5,12,56592,2,0,HR,2,4,0,2,2,3,11,4,10,3,3,Product Manager
16231,Female,Married,Post-Graduate,1,3,8,47367,2,0,Consultancy,2,6,2,4,2,3,12,3,9,2,3,Product Manager
16232,Female,Married,Doctorate,4,5,8,91710,2,-1,Product Management,3,5,2,3,3,4,18,6,11,4,1,Product Owner
16233,Male,Married,Doctorate,4,5,9,84670,3,0,DevOps,3,3,0,5,5,4,15,8,10,2,2,VP
16234,Male,Single,Graduate,1,3,7,78383,2,1,Testing,3,5,1,1,2,2,20,8,11,4,3,Product Owner
16235,Female,Married,Graduate,3,3,8,90883,2,-1,Sales,3,6,0,3,2,3,20,3,9,3,4,Product Owner
16236,Female,Married,Post-Graduate,4,4,7,85035,2,-1,HR,3,4,2,4,2,4,16,5,10,3,1,Product Owner
16237,Female,Divorced,Post-Graduate,4,3,8,81808,2,0,HR,3,3,1,3,2,4,10,4,9,2,2,Product Owner
16238,Male,Married,Post-Graduate,1,4,7,85041,2,-1,Training,3,6,4,5,3,3,18,4,11,2,5,VP
16239,Male,Married,Graduate,4,4,8,82406,2,0,Consultancy,3,8,3,4,3,4,16,7,10,2,5,VP
16240,Female,Married,Post-Graduate,2,5,7,79939,3,-2,Testing,3,8,5,5,2,4,16,4,14,4,5,VP
16241,Female,Married,Post-Graduate,4,3,9,86681,2,-2,Testing,3,8,5,1,3,4,19,3,12,3,5,VP
16242,Male,Married,Doctorate,2,5,6,92867,3,-2,Testing,3,4,3,1,5,1,15,3,10,2,1,VP
16243,Male,Married,Doctorate,4,4,13,48835,2,0,Sales,3,0,2,2,3,3,8,4,7,2,1,Senior Developer
16244,Female,Divorced,Post-Graduate,2,5,9,63593,2,1,Training,2,3,2,2,2,4,15,3,8,2,4,Product Manager
16245,Male,Single,Graduate,3,3,7,76287,2,-1,Testing,3,3,2,2,5,4,8,3,8,1,1,Product Owner
16246,Female,Married,Graduate,4,4,9,87122,2,-2,People Management,3,3,3,3,2,3,15,8,13,2,3,VP
16247,Male,Married,Graduate,4,3,6,88703,2,1,Development,3,7,1,2,4,1,15,7,10,3,5,Product Owner
16248,Male,Divorced,Post-Graduate,1,5,12,53289,2,-1,Public Relations,3,7,2,4,3,4,15,7,8,4,1,Product Manager
16249,Male,Single,Graduate,4,4,8,76252,2,-2,HR,3,7,4,3,4,3,17,5,11,3,1,VP
16250,Male,Married,Post-Graduate,4,4,8,76899,2,0,Training,3,2,2,3,4,2,13,4,11,3,5,Product Owner
16251,Male,Married,Graduate,4,3,11,54816,2,1,Sales,3,6,2,3,4,4,20,5,9,2,4,Product Manager
16252,Male,Married,Post-Graduate,4,3,9,90475,2,0,People Management,3,3,4,4,4,1,14,6,11,4,2,Product Owner
16253,Male,Married,Graduate,4,4,7,91146,3,-2,Training,3,4,0,4,5,2,8,7,8,1,5,Product Owner
16254,Female,Married,Post-Graduate,3,5,7,94714,3,1,Development,3,5,4,3,5,1,18,10,14,2,1,VP
16255,Male,Married,Post-Graduate,3,4,7,83149,2,0,DevOps,3,6,4,4,2,2,16,9,12,4,4,VP
16256,Female,Married,Post-Graduate,4,5,14,57358,2,-1,Training,3,1,2,1,4,3,8,5,7,1,5,Senior Developer
16257,Female,Married,Graduate,3,5,18,61175,2,0,People Management,3,2,1,5,5,1,14,3,8,2,3,Senior Developer
16258,Male,Married,Post-Graduate,4,4,7,85844,3,-1,Public Relations,3,6,5,3,1,4,15,8,10,3,5,Product Owner
16259,Male,Married,Post-Graduate,4,3,11,52678,2,-2,Testing,3,2,5,2,2,4,13,3,10,3,5,Product Manager
16260,Female,Married,Post-Graduate,1,4,7,79340,3,1,Testing,3,7,5,4,1,4,12,3,10,2,3,Product Owner
16261,Male,Married,Graduate,3,4,7,82761,2,-2,Sales,3,6,5,3,3,3,16,7,9,4,1,Product Owner
16262,Male,Married,Graduate,3,3,16,61875,2,-1,Consultancy,2,0,2,3,5,1,15,5,6,4,4,Senior Developer
16263,Male,Married,Post-Graduate,1,3,14,55740,2,-2,Training,3,1,1,5,4,2,8,5,5,1,2,Senior Developer
16264,Female,Married,Graduate,2,5,9,51095,2,-1,Consultancy,3,4,3,1,5,1,17,6,8,4,3,Product Manager
16265,Male,Married,Graduate,2,5,9,87470,2,1,Development,3,2,4,5,5,1,12,7,11,2,5,Product Owner
16266,Female,Single,Graduate,4,5,7,94921,3,0,Product Management,3,7,4,1,1,1,18,9,13,3,4,VP
16267,Male,Single,Post-Graduate,3,3,9,81005,2,-2,Consultancy,3,6,2,2,5,4,12,5,11,2,5,Product Owner
16268,Male,Married,Post-Graduate,4,4,13,56727,2,0,DevOps,3,1,0,2,3,1,12,4,7,1,4,Senior Developer
16269,Male,Divorced,Graduate,4,5,11,58824,2,1,Development,3,7,3,2,2,4,11,7,10,4,1,Product Manager
16270,Female,Divorced,Graduate,3,4,8,80130,2,-1,DevOps,3,7,1,4,4,4,19,10,14,2,5,VP
16271,Female,Married,Graduate,2,5,11,57366,2,-1,Development,3,5,2,2,3,4,18,4,10,3,4,Product Manager
16272,Female,Married,Post-Graduate,3,4,12,58614,2,1,Sales,3,7,0,5,2,4,19,7,9,1,1,Product Manager
16273,Female,Divorced,Graduate,2,3,6,83568,3,0,HR,3,7,3,4,1,3,19,3,11,2,3,Product Owner
16274,Female,Married,Post-Graduate,4,4,12,51953,2,0,DevOps,2,1,2,2,4,2,11,3,6,3,5,Senior Developer
16275,Male,Married,Post-Graduate,4,4,9,84634,2,0,People Management,3,5,6,4,3,1,16,4,13,2,5,VP
16276,Female,Single,Graduate,4,3,7,94356,3,1,Consultancy,3,9,2,1,3,4,18,4,12,3,3,VP
16277,Male,Married,Post-Graduate,2,5,7,86548,3,0,HR,3,7,0,3,2,1,20,5,14,4,2,VP
16278,Male,Married,Post-Graduate,2,3,7,75232,3,0,Testing,3,7,1,2,1,3,17,3,14,2,4,VP
16279,Male,Married,Graduate,4,4,10,57165,2,-2,Training,3,7,4,3,4,4,20,3,9,2,5,Product Manager
16280,Male,Married,Post-Graduate,3,3,6,94852,2,0,Public Relations,3,3,5,3,2,1,19,5,11,4,1,Product Owner
16281,Male,Single,Graduate,2,5,11,57264,2,1,Training,2,3,0,2,2,4,10,5,8,2,4,Product Manager
16282,Female,Single,Graduate,3,3,6,81772,3,-1,Product Management,3,5,2,3,4,1,16,7,11,3,4,VP
16283,Female,Married,Graduate,2,4,7,76975,2,-2,Consultancy,3,7,5,1,5,1,8,5,8,1,3,Product Owner
16284,Female,Married,Post-Graduate,4,3,6,75100,3,-1,Development,3,5,2,3,3,1,19,8,10,3,4,VP
16285,Female,Married,Graduate,2,3,9,94462,3,-1,HR,3,4,3,3,3,2,19,5,11,2,3,Product Owner
16286,Male,Married,Doctorate,4,4,16,57572,2,0,People Management,2,0,2,4,3,1,20,5,7,1,5,Senior Developer
16287,Male,Single,Doctorate,3,3,9,94706,3,-2,Testing,3,4,4,2,1,4,15,6,12,3,3,VP
