ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel,Attrition
14212,Male,Married,Doctorate,1,4,8,91140,2,-2,DevOps,3,5,2,3,4,3,14,3,10,3,5,Product Owner,No
14213,Male,Married,Graduate,3,3,17,64552,2,1,Sales,3,3,3,3,1,1,16,3,6,4,5,Senior Developer,No
14214,Female,Married,Graduate,3,3,8,76504,3,-1,Development,3,7,3,1,4,1,15,7,11,3,2,Product Owner,Yes
14215,Female,Single,Post-Graduate,3,4,12,64953,2,-1,People Management,2,3,0,2,5,2,10,6,9,3,2,Product Manager,No
14216,Male,Single,Graduate,4,5,12,47191,2,0,Testing,3,5,1,4,5,3,18,6,8,3,5,Product Manager,Yes
14217,Male,Single,Graduate,4,4,6,90612,3,0,Development,3,3,1,5,5,4,18,4,10,2,1,VP,No
14218,Male,Married,Doctorate,3,3,7,78172,2,-1,Testing,3,5,2,1,2,1,10,8,9,4,2,Product Owner,No
14219,Male,Married,Post-Graduate,4,5,11,51949,2,-1,DevOps,2,3,5,5,5,1,10,3,8,2,3,Product Manager,No
14220,Female,Married,Post-Graduate,2,4,12,53970,2,-1,People Management,2,2,2,4,3,3,17,5,6,2,3,Senior Developer,Yes
14221,Female,Married,Post-Graduate,4,3,12,61763,2,1,DevOps,2,7,5,2,4,1,19,6,8,3,1,Product Manager,Yes
14222,Male,Married,Graduate,4,3,7,83637,2,0,DevOps,3,9,3,2,3,1,19,3,13,2,2,VP,No
14223,Female,Married,Graduate,3,3,6,77110,2,1,Testing,3,5,4,5,5,3,18,3,11,4,4,Product Owner,Yes
14224,Female,Divorced,Graduate,4,4,6,84634,2,-1,Testing,3,6,4,2,4,4,14,8,10,3,1,Product Owner,Yes
14225,Male,Married,Graduate,4,5,6,87194,3,-1,Product Management,3,5,1,3,4,4,12,7,9,3,5,Product Owner,Yes
14226,Female,Married,Post-Graduate,1,4,17,56828,2,0,Testing,2,1,1,2,3,1,12,4,5,1,3,Senior Developer,Yes
14227,Female,Single,Graduate,4,5,12,48000,2,0,Development,2,3,2,2,4,1,12,4,7,3,2,Senior Developer,Yes
14228,Female,Single,Graduate,2,5,12,64835,2,-2,DevOps,2,2,3,1,2,2,11,5,7,1,1,Senior Developer,Yes
14229,Male,Married,Post-Graduate,2,5,7,84704,2,-1,DevOps,3,6,4,2,4,4,17,6,10,4,4,Product Owner,Yes
14230,Male,Married,Post-Graduate,3,3,12,51834,2,-1,HR,3,4,5,3,4,2,16,7,9,3,1,Product Manager,No
14231,Male,Married,Doctorate,4,3,12,52610,2,-2,Training,2,2,3,3,4,4,19,7,8,1,4,Product Manager,No
14232,Female,Single,Post-Graduate,3,5,8,78517,2,-2,Training,3,5,0,3,3,2,13,5,9,4,2,Product Owner,Yes
14233,Female,Married,Graduate,2,5,7,75259,2,-1,People Management,3,7,5,5,3,2,20,6,13,2,5,VP,No
14234,Male,Married,Graduate,3,3,6,90989,3,-2,Testing,3,5,5,2,3,2,13,7,11,3,2,Product Owner,Yes
14235,Male,Divorced,Graduate,3,4,6,85117,3,-2,People Management,3,2,4,2,2,2,17,4,9,4,5,Product Owner,No
14236,Male,Married,Post-Graduate,3,4,6,75551,3,0,People Management,3,8,5,4,3,1,20,11,13,2,1,VP,Yes
14237,Female,Married,Graduate,4,4,17,51173,2,-1,People Management,2,1,1,2,5,2,15,5,5,3,5,Senior Developer,No
14238,Male,Married,Post-Graduate,1,3,6,80857,2,-1,HR,3,4,3,1,4,3,15,6,13,2,5,VP,Yes
14239,Female,Married,Graduate,1,3,6,84463,3,0,Product Management,3,6,3,3,3,4,18,5,11,3,3,Product Owner,Yes
14240,Female,Married,Graduate,4,4,12,51706,2,-2,HR,3,4,5,2,1,2,16,7,9,4,2,Product Manager,Yes
14241,Male,Married,Doctorate,3,4,8,88423,2,-2,Sales,3,4,3,2,4,2,20,3,14,4,3,VP,No
14242,Male,Single,Graduate,1,3,17,56039,2,1,Training,3,2,0,2,3,1,9,5,5,3,3,Senior Developer,Yes
14243,Male,Divorced,Graduate,1,3,8,79874,3,-2,Training,3,9,1,5,3,1,15,6,13,2,3,VP,Yes
14244,Female,Married,Doctorate,1,3,18,46136,2,0,Consultancy,3,1,2,1,3,2,16,3,5,3,3,Senior Developer,Yes
14245,Male,Divorced,Graduate,1,3,17,50145,2,1,Public Relations,3,3,3,5,4,1,18,5,5,1,1,Senior Developer,No
14246,Female,Single,Post-Graduate,4,5,12,56555,2,-1,Training,2,5,4,4,4,1,17,6,9,4,4,Product Manager,Yes
14247,Female,Single,Graduate,2,4,8,63287,2,0,Training,2,2,2,1,2,1,15,6,8,2,3,Product Manager,Yes
14248,Male,Married,Post-Graduate,2,4,18,51833,2,0,People Management,2,2,3,4,4,4,15,5,5,2,5,Senior Developer,Yes
14249,Male,Married,Graduate,4,3,8,82739,2,-2,DevOps,3,4,2,1,5,3,17,11,13,3,1,VP,Yes
14250,Male,Married,Post-Graduate,2,4,9,45915,2,1,Development,2,2,5,4,2,3,20,4,10,1,3,Product Manager,Yes
14251,Female,Married,Post-Graduate,2,5,8,83827,3,-1,People Management,3,6,1,4,5,1,18,9,12,3,4,VP,Yes
14252,Female,Single,Post-Graduate,4,4,16,45570,2,1,Product Management,3,1,0,4,4,2,18,3,5,3,2,Senior Developer,Yes
14253,Male,Married,Doctorate,4,4,9,87001,2,-1,Development,3,4,3,4,4,4,18,8,13,3,3,VP,Yes
14254,Male,Married,Doctorate,4,4,9,47102,2,-1,DevOps,3,4,4,1,5,2,20,6,9,4,5,Product Manager,Yes
14255,Male,Married,Post-Graduate,4,4,8,83477,3,-1,DevOps,3,5,5,2,1,1,10,4,9,4,3,Product Owner,No
14256,Female,Married,Graduate,2,4,8,53239,2,0,Consultancy,2,6,4,4,5,2,15,6,10,1,1,Product Manager,Yes
14257,Female,Married,Post-Graduate,2,5,7,88251,2,1,Sales,3,7,5,1,4,4,19,8,10,2,4,Product Owner,Yes
14258,Male,Married,Post-Graduate,4,4,6,77395,3,-2,People Management,3,2,4,5,2,2,14,7,10,2,4,Product Owner,No
14259,Male,Divorced,Graduate,3,4,12,63332,2,-2,Consultancy,3,0,0,1,3,1,14,4,5,1,3,Senior Developer,Yes
14260,Male,Married,Post-Graduate,3,3,8,54066,2,-2,Product Management,2,7,1,4,3,1,16,5,10,3,3,Product Manager,No
14261,Male,Married,Doctorate,4,5,13,60565,2,-2,Public Relations,2,2,1,1,5,4,11,5,8,4,2,Senior Developer,Yes
14262,Male,Married,Post-Graduate,3,3,8,62294,2,0,DevOps,2,3,2,4,3,4,8,6,8,1,1,Product Manager,No
14263,Male,Married,Graduate,2,5,6,89701,2,-2,Training,3,8,4,4,2,1,18,4,11,2,2,VP,No
14264,Male,Married,Post-Graduate,1,3,14,60860,2,-2,DevOps,2,1,3,5,2,1,16,5,8,1,5,Senior Developer,Yes
14265,Male,Married,Graduate,3,5,12,48210,2,0,Training,3,4,5,5,4,3,11,7,8,2,3,Product Manager,No
14266,Male,Married,Graduate,4,4,7,80702,3,-1,Training,3,8,5,4,5,4,18,3,12,3,3,VP,No
14267,Female,Married,Post-Graduate,1,4,10,47649,2,1,Public Relations,3,4,3,2,5,4,17,6,10,1,2,Product Manager,Yes
14268,Male,Married,Doctorate,4,5,6,81482,2,-1,People Management,3,4,2,3,2,2,10,6,9,4,4,Product Owner,No
14269,Male,Married,Graduate,3,4,6,81489,3,-2,Sales,3,3,3,5,3,4,13,7,9,3,2,Product Owner,No
14270,Male,Single,Graduate,4,4,7,76522,3,1,HR,3,2,5,1,3,4,19,6,11,3,4,Product Owner,Yes
14271,Female,Married,Graduate,2,3,11,58929,2,1,People Management,2,2,1,3,1,2,18,3,8,1,4,Product Manager,Yes
14272,Male,Married,Graduate,1,4,15,47632,2,0,Development,2,0,3,3,4,4,9,4,5,3,5,Senior Developer,No
14273,Male,Married,Post-Graduate,2,3,9,77248,3,-1,DevOps,3,7,4,5,4,4,16,5,10,4,4,VP,Yes
14274,Male,Divorced,Graduate,2,3,12,59963,2,1,Training,3,0,3,4,4,3,8,3,6,3,2,Senior Developer,Yes
14275,Male,Single,Post-Graduate,1,4,8,83635,3,0,HR,3,5,1,5,1,3,10,3,9,2,2,Product Owner,Yes
14276,Female,Married,Graduate,4,5,12,49455,2,0,Testing,2,3,2,1,4,4,8,5,6,4,5,Senior Developer,Yes
14277,Male,Married,Post-Graduate,4,5,6,84641,3,1,Sales,3,6,4,2,5,2,11,5,9,4,3,Product Owner,Yes
14278,Male,Married,Post-Graduate,2,5,8,77345,3,-2,Development,3,2,1,4,1,4,15,5,11,3,2,Product Owner,No
14279,Male,Married,Graduate,4,5,8,92523,2,0,Testing,3,4,6,4,4,4,16,10,14,3,5,VP,Yes
14280,Male,Married,Graduate,4,5,7,79840,2,-2,Testing,3,3,0,4,4,3,18,6,14,2,1,VP,No
14281,Female,Single,Post-Graduate,3,4,9,87667,2,-1,Public Relations,3,9,1,3,5,1,18,10,11,4,2,VP,No
14282,Female,Married,Doctorate,4,4,10,55783,2,-2,Public Relations,3,5,5,3,2,4,10,3,8,1,5,Product Manager,No
14283,Female,Married,Graduate,3,4,16,62358,2,0,Training,3,3,2,4,3,4,13,4,5,2,1,Senior Developer,No
14284,Female,Married,Doctorate,3,4,14,51047,2,1,Training,2,0,3,1,3,4,20,4,7,3,4,Senior Developer,Yes
14285,Female,Single,Graduate,4,4,15,51918,2,-2,Training,2,2,2,1,5,1,8,3,7,3,4,Senior Developer,No
14286,Female,Married,Post-Graduate,4,3,8,63152,2,-2,HR,3,3,1,3,2,2,12,6,10,3,4,Product Manager,No
14287,Female,Married,Graduate,1,4,8,89193,3,-2,Sales,3,9,2,1,2,1,19,9,14,2,2,VP,Yes
14288,Male,Single,Graduate,3,4,8,78517,2,0,DevOps,3,7,0,4,4,3,16,7,9,3,4,Product Owner,Yes
14289,Male,Married,Post-Graduate,4,4,9,51760,2,-2,Consultancy,3,6,3,4,3,4,15,6,10,4,2,Product Manager,Yes
14290,Female,Married,Graduate,3,5,12,49341,2,-1,Development,3,0,3,2,5,3,12,3,5,1,4,Senior Developer,No
14291,Female,Married,Doctorate,3,4,6,83406,3,-1,Public Relations,3,4,0,1,4,4,19,5,11,3,5,Product Owner,Yes
14292,Female,Divorced,Graduate,3,4,8,90491,2,0,Testing,3,2,0,3,2,2,15,7,10,2,1,Product Owner,Yes
14293,Male,Divorced,Post-Graduate,2,3,9,78934,3,-2,Development,3,6,5,4,1,2,9,5,9,1,1,Product Owner,No
14294,Female,Married,Post-Graduate,4,5,9,90659,2,0,Development,3,4,1,4,3,2,10,5,9,2,2,Product Owner,No
14295,Male,Married,Doctorate,1,4,10,62692,2,-2,Training,2,4,2,1,4,4,16,5,8,2,3,Product Manager,Yes
14296,Male,Married,Doctorate,4,4,17,59270,2,0,People Management,3,3,0,4,2,4,16,3,5,1,2,Senior Developer,Yes
14297,Female,Married,Graduate,2,5,17,64562,2,-2,Product Management,2,1,2,1,5,2,14,3,7,2,5,Senior Developer,No
14298,Female,Married,Post-Graduate,3,4,8,55733,2,1,Sales,2,7,2,1,2,4,8,6,8,1,4,Product Manager,Yes
14299,Male,Married,Post-Graduate,4,4,12,52376,2,-1,Training,2,1,1,3,2,4,11,5,8,4,1,Senior Developer,No
14300,Male,Married,Graduate,4,3,9,82740,3,1,Consultancy,3,9,2,2,2,4,15,10,13,2,5,VP,No
14301,Female,Married,Graduate,1,4,13,47666,2,0,DevOps,2,0,1,1,1,1,12,3,8,3,4,Senior Developer,No
14302,Female,Married,Graduate,1,4,12,54245,2,0,Sales,2,0,2,1,4,4,16,5,5,4,4,Senior Developer,Yes
14303,Male,Married,Graduate,4,4,12,60916,2,-1,Consultancy,2,3,0,3,4,3,10,6,8,4,1,Product Manager,Yes
14304,Male,Single,Doctorate,2,4,7,76018,2,-1,People Management,3,8,3,3,1,2,20,9,10,4,5,VP,No
14305,Male,Married,Graduate,3,3,17,50656,2,-2,Training,2,1,2,3,3,3,18,3,8,4,4,Senior Developer,No
14306,Male,Divorced,Graduate,3,4,11,56346,2,1,Public Relations,2,2,1,4,3,4,12,7,8,1,4,Product Manager,Yes
14307,Female,Married,Post-Graduate,2,3,8,77207,2,1,Product Management,3,3,0,3,4,3,19,6,11,4,5,VP,No
14308,Female,Married,Graduate,2,4,18,56706,2,-1,HR,3,3,2,4,1,3,17,4,7,2,5,Senior Developer,Yes
14309,Female,Married,Graduate,3,4,9,77661,3,-1,Testing,3,3,2,2,3,4,16,3,10,3,4,Product Owner,Yes
14310,Female,Married,Graduate,4,3,10,51858,2,0,Testing,3,4,5,3,2,2,10,4,8,3,3,Product Manager,Yes
14311,Female,Married,Post-Graduate,4,3,13,59894,2,1,Product Management,2,1,2,2,5,2,11,3,7,1,4,Senior Developer,Yes
14312,Male,Married,Graduate,2,4,7,84799,2,-1,Sales,3,8,2,3,3,4,18,4,14,3,5,VP,Yes
14313,Female,Married,Graduate,3,4,15,53146,2,0,Consultancy,3,0,2,5,1,1,16,4,5,3,2,Senior Developer,No
14314,Female,Married,Post-Graduate,4,3,10,46423,2,1,HR,3,4,5,4,5,3,9,5,8,4,5,Product Manager,No
14315,Female,Single,Graduate,3,4,7,83635,3,-2,People Management,3,8,0,3,3,4,15,3,10,4,1,VP,Yes
14316,Male,Married,Graduate,3,3,8,79356,3,-1,Public Relations,3,8,1,4,5,4,17,5,12,2,4,VP,No
14317,Male,Married,Graduate,2,3,6,94934,3,-2,DevOps,3,7,2,1,4,1,20,4,10,4,3,Product Owner,Yes
14318,Female,Single,Post-Graduate,1,4,9,57287,2,0,Testing,3,4,2,3,1,2,18,5,8,3,4,Product Manager,Yes
14319,Female,Married,Post-Graduate,4,4,9,92420,3,-2,Consultancy,3,5,1,2,1,1,19,4,11,4,5,VP,Yes
14320,Male,Married,Post-Graduate,1,4,8,48889,2,-2,Consultancy,3,3,1,3,1,4,20,5,9,3,2,Product Manager,Yes
14321,Female,Single,Post-Graduate,3,5,9,80044,2,-2,DevOps,3,4,1,4,2,3,15,7,10,4,4,Product Owner,No
14322,Female,Married,Graduate,4,4,9,91433,3,1,Public Relations,3,4,1,3,1,2,15,7,10,4,2,VP,Yes
14323,Female,Married,Post-Graduate,3,4,6,80102,2,0,Testing,3,8,2,5,4,2,16,11,12,2,4,VP,Yes
14324,Male,Married,Post-Graduate,3,5,16,58674,2,-1,Sales,3,2,1,2,4,1,9,4,7,3,3,Senior Developer,Yes
14325,Male,Married,Doctorate,3,4,6,92975,2,0,DevOps,3,5,0,4,2,4,20,6,10,4,5,Product Owner,Yes
14326,Male,Married,Graduate,3,4,6,87301,3,-1,Development,3,2,4,5,4,2,18,4,11,2,5,Product Owner,No
14327,Male,Married,Doctorate,3,3,11,46913,2,1,Sales,2,2,0,2,1,2,20,3,10,4,5,Product Manager,Yes
14328,Male,Divorced,Graduate,4,5,13,45169,2,1,Consultancy,2,3,2,4,1,3,13,4,8,3,5,Senior Developer,No
14329,Female,Married,Post-Graduate,4,3,16,62939,2,1,Development,3,1,1,1,1,4,11,5,7,3,4,Senior Developer,No
14330,Male,Married,Graduate,3,5,6,93883,2,-1,HR,3,6,6,5,2,1,18,6,11,2,3,VP,Yes
14331,Male,Married,Post-Graduate,2,4,9,53895,2,1,Development,3,7,4,1,5,3,17,7,8,4,3,Product Manager,Yes
14332,Male,Married,Graduate,1,4,8,84000,3,1,Sales,3,9,6,5,5,4,19,7,10,2,2,VP,No
14333,Male,Married,Post-Graduate,3,3,7,90783,3,0,HR,3,4,1,5,5,2,8,7,8,1,4,Product Owner,Yes
14334,Male,Married,Graduate,3,3,9,48408,2,1,HR,3,6,3,2,4,2,11,6,8,1,4,Product Manager,Yes
14335,Male,Divorced,Post-Graduate,2,3,11,56710,2,0,Development,3,3,5,2,3,3,20,6,10,3,4,Product Manager,Yes
14336,Male,Married,Post-Graduate,3,3,6,94427,3,1,Product Management,3,4,5,3,2,4,9,5,9,1,1,Product Owner,Yes
14337,Male,Married,Post-Graduate,3,4,9,83330,2,0,HR,3,5,4,1,3,4,15,6,10,3,2,VP,Yes
14338,Female,Married,Post-Graduate,2,3,9,78597,2,0,Sales,3,7,0,2,4,3,20,8,9,4,2,Product Owner,No
14339,Female,Married,Graduate,4,5,16,51499,2,-2,Development,3,3,0,2,5,4,15,4,8,1,1,Senior Developer,Yes
14340,Male,Married,Graduate,4,5,10,51191,2,1,HR,2,6,5,2,3,3,14,7,10,3,1,Product Manager,Yes
14341,Male,Married,Post-Graduate,4,3,9,45406,2,-1,People Management,3,5,5,4,4,3,13,3,10,2,1,Product Manager,Yes
14342,Female,Married,Graduate,2,5,8,83378,3,-1,Consultancy,3,2,0,4,3,1,18,8,9,4,2,Product Owner,Yes
14343,Male,Married,Graduate,2,5,12,45603,2,-2,HR,2,7,3,2,3,3,12,7,8,4,5,Product Manager,Yes
14344,Female,Married,Post-Graduate,3,3,8,80597,3,0,People Management,3,4,2,4,2,1,13,8,9,2,4,Product Owner,Yes
14345,Female,Married,Post-Graduate,4,5,10,59465,2,1,Development,3,5,2,1,5,4,15,3,10,3,2,Product Manager,No
14346,Male,Married,Graduate,4,5,6,83375,2,-1,HR,3,6,1,5,2,3,17,4,14,4,4,VP,Yes
14347,Female,Married,Graduate,3,3,12,60389,2,0,Development,3,5,0,2,3,2,20,5,10,4,1,Product Manager,Yes
14348,Male,Married,Doctorate,3,4,8,82299,2,-2,Public Relations,3,4,3,5,4,1,20,7,11,4,2,Product Owner,Yes
14349,Male,Married,Doctorate,3,5,8,81863,2,0,DevOps,3,4,5,4,5,1,18,5,11,4,2,Product Owner,Yes
14350,Male,Married,Post-Graduate,4,4,6,81410,3,-2,HR,3,4,3,1,3,4,18,5,10,3,1,VP,No
14351,Male,Married,Graduate,3,4,8,76627,2,-2,Product Management,3,2,2,3,4,2,15,7,10,4,3,Product Owner,Yes
14352,Male,Divorced,Post-Graduate,1,5,7,84674,2,0,Product Management,3,9,1,4,5,1,18,4,14,2,4,VP,No
14353,Female,Married,Graduate,3,4,12,63343,2,1,Consultancy,3,2,4,4,4,1,10,6,9,2,1,Product Manager,Yes
14354,Male,Married,Graduate,3,5,18,45046,2,-2,Testing,3,3,1,1,2,2,19,5,7,1,3,Senior Developer,Yes
14355,Male,Married,Graduate,4,4,12,49706,2,1,Development,2,2,5,2,1,2,14,5,8,4,4,Product Manager,No
14356,Female,Married,Post-Graduate,4,3,7,77151,2,1,Public Relations,3,5,5,4,1,4,17,8,11,3,5,Product Owner,Yes
14357,Female,Married,Graduate,1,4,12,46004,2,0,Testing,3,2,5,3,2,2,12,3,9,3,2,Product Manager,Yes
14358,Male,Married,Post-Graduate,3,4,6,85761,3,0,Public Relations,3,5,1,4,3,3,19,3,12,3,2,VP,No
14359,Male,Married,Doctorate,2,4,16,53513,2,-2,HR,2,0,2,5,4,4,16,3,6,4,2,Senior Developer,No
14360,Female,Married,Post-Graduate,3,4,10,54312,2,-2,People Management,3,4,2,3,4,4,8,7,8,1,4,Product Manager,No
14361,Female,Married,Graduate,3,3,18,59117,2,-1,Consultancy,3,2,3,2,5,2,14,3,8,4,2,Senior Developer,Yes
14362,Male,Divorced,Graduate,3,3,8,91178,2,0,Product Management,3,7,4,2,5,2,18,3,13,3,3,VP,Yes
14363,Male,Married,Graduate,1,4,17,63345,2,-2,Development,3,3,1,2,5,1,8,5,7,4,4,Senior Developer,Yes
14364,Male,Married,Doctorate,3,3,7,87047,3,1,People Management,3,3,0,3,3,2,11,7,9,2,3,Product Owner,No
14365,Male,Married,Graduate,4,3,8,85553,3,-1,DevOps,3,6,4,3,3,1,13,7,11,2,3,Product Owner,Yes
14366,Female,Married,Post-Graduate,4,4,18,52212,2,0,Sales,2,2,0,2,5,2,16,5,6,2,5,Senior Developer,Yes
14367,Female,Married,Graduate,4,5,14,61805,2,1,People Management,2,2,1,3,3,4,16,5,5,4,3,Senior Developer,No
14368,Female,Married,Graduate,2,4,8,80914,2,-2,Sales,3,4,2,5,5,2,8,3,8,1,1,Product Owner,Yes
14369,Male,Divorced,Post-Graduate,2,3,6,87764,2,1,People Management,3,2,3,3,4,1,14,8,11,2,4,Product Owner,Yes
14370,Male,Married,Post-Graduate,4,3,10,54509,2,0,People Management,3,7,0,2,3,1,17,3,10,4,2,Product Manager,Yes
14371,Male,Married,Graduate,3,4,9,86391,3,1,Sales,3,2,5,3,2,4,14,4,11,3,4,Product Owner,No
14372,Male,Married,Doctorate,3,4,8,86035,2,1,Sales,3,3,0,5,4,1,19,6,14,4,4,VP,Yes
14373,Male,Married,Post-Graduate,4,3,6,83058,3,-2,DevOps,3,4,6,4,2,4,17,11,13,2,5,VP,Yes
14374,Male,Married,Graduate,4,4,8,47829,2,1,DevOps,3,6,4,2,3,2,8,6,8,1,2,Product Manager,No
14375,Male,Married,Post-Graduate,1,4,15,62899,2,-2,Testing,3,0,3,3,2,1,8,3,7,3,3,Senior Developer,No
14376,Male,Married,Graduate,4,3,16,57594,2,-2,Sales,2,3,0,2,1,2,13,5,7,1,2,Senior Developer,Yes
14377,Male,Married,Graduate,1,5,12,53831,2,-2,Product Management,3,5,1,4,1,2,15,7,9,1,5,Product Manager,Yes
14378,Male,Married,Graduate,1,4,7,93170,2,-1,DevOps,3,4,5,4,5,4,19,3,11,3,1,Product Owner,No
14379,Female,Married,Graduate,2,5,10,48274,2,0,Product Management,2,2,4,5,5,1,20,4,9,4,4,Product Manager,Yes
14380,Male,Married,Post-Graduate,4,5,9,52692,2,0,Consultancy,2,3,2,3,3,1,12,3,9,4,5,Product Manager,Yes
14381,Female,Divorced,Doctorate,2,3,6,89023,2,-1,Development,3,3,0,3,1,3,16,9,10,2,2,VP,No
14382,Female,Divorced,Graduate,3,4,8,80538,2,-2,Sales,3,4,1,3,4,3,20,6,11,2,2,VP,Yes
14383,Female,Married,Post-Graduate,1,4,15,50919,2,1,Development,3,2,3,5,5,1,19,4,6,2,5,Senior Developer,Yes
14384,Male,Single,Graduate,3,5,16,57786,2,0,People Management,2,3,0,3,2,4,10,4,5,4,3,Senior Developer,Yes
14385,Female,Single,Post-Graduate,2,4,9,81443,3,-1,Public Relations,3,8,4,1,3,1,17,11,11,2,4,VP,No
14386,Female,Married,Post-Graduate,1,3,6,84729,2,-1,Product Management,3,4,6,3,2,4,15,9,10,2,1,VP,Yes
14387,Male,Single,Post-Graduate,4,5,18,63272,2,1,People Management,2,1,3,3,2,3,15,4,6,3,3,Senior Developer,Yes
14388,Female,Married,Graduate,4,4,8,79535,2,0,People Management,3,5,0,5,3,4,16,3,9,3,5,Product Owner,No
14389,Male,Married,Post-Graduate,2,4,7,93256,2,-2,Development,3,7,1,5,4,1,16,9,11,2,2,VP,Yes
14390,Male,Married,Graduate,1,5,6,81215,2,1,DevOps,3,5,2,3,4,4,17,6,11,3,5,Product Owner,Yes
14391,Male,Married,Post-Graduate,4,3,7,77495,3,0,Testing,3,9,6,2,3,4,20,8,13,4,2,VP,Yes
14392,Female,Divorced,Graduate,3,5,8,78771,3,-2,Development,3,7,5,3,4,1,19,9,12,3,4,VP,Yes
14393,Male,Divorced,Post-Graduate,4,3,8,57335,2,-2,Testing,3,6,3,5,3,4,8,3,8,1,5,Product Manager,No
14394,Male,Divorced,Graduate,4,4,9,88202,3,0,People Management,3,4,4,2,4,1,15,3,10,4,4,Product Owner,No
14395,Female,Divorced,Doctorate,3,5,8,93137,2,-2,Development,3,7,2,1,2,2,20,3,9,3,3,Product Owner,Yes
14396,Male,Single,Post-Graduate,3,4,7,79454,2,0,Consultancy,3,2,1,5,3,1,9,6,9,1,4,Product Owner,No
14397,Male,Married,Post-Graduate,3,3,9,61307,2,-2,Public Relations,2,2,0,4,4,3,16,4,8,2,1,Product Manager,Yes
14398,Female,Single,Doctorate,2,4,15,63136,2,-2,Training,3,2,0,2,3,4,9,4,7,2,2,Senior Developer,No
14399,Male,Married,Graduate,4,4,8,49311,2,-2,Consultancy,3,3,4,3,2,3,19,5,8,2,4,Product Manager,No
14400,Female,Married,Post-Graduate,4,3,12,55664,2,1,Product Management,3,3,3,4,5,4,11,5,5,1,4,Senior Developer,Yes
14401,Female,Married,Graduate,4,5,7,79619,3,1,Training,3,6,4,4,1,2,15,9,13,2,2,VP,No
14402,Female,Single,Doctorate,2,5,7,79065,3,1,HR,3,3,1,1,2,2,14,3,11,4,1,Product Owner,Yes
14403,Female,Married,Post-Graduate,4,5,6,90174,2,1,Product Management,3,6,5,3,1,4,9,6,9,1,4,Product Owner,No
14404,Female,Married,Graduate,1,3,16,46156,2,-1,Testing,3,0,3,2,1,4,20,4,7,1,2,Senior Developer,Yes
14405,Male,Single,Post-Graduate,1,4,15,53154,2,0,Consultancy,2,2,3,4,3,1,9,4,7,3,5,Senior Developer,Yes
14406,Female,Married,Post-Graduate,3,3,6,76354,3,1,Development,3,3,5,4,3,2,18,11,11,3,1,VP,No
14407,Female,Married,Graduate,1,3,11,54402,2,0,People Management,2,3,1,4,3,4,10,3,8,1,3,Product Manager,Yes
14408,Male,Married,Doctorate,4,4,6,78557,3,0,Testing,3,6,6,5,4,2,15,10,11,3,5,VP,No
14409,Male,Married,Post-Graduate,3,4,12,60769,2,-1,DevOps,3,5,2,3,5,1,16,6,8,3,3,Product Manager,Yes
14410,Male,Divorced,Graduate,1,4,9,45099,2,1,Sales,2,4,4,3,4,1,8,3,8,1,3,Product Manager,No
14411,Male,Married,Graduate,3,3,17,63685,2,1,Consultancy,2,0,3,4,5,2,9,4,5,1,4,Senior Developer,Yes
14412,Male,Single,Post-Graduate,4,4,18,53332,2,-1,Development,3,2,3,3,5,1,16,3,5,1,4,Senior Developer,Yes
14413,Female,Divorced,Post-Graduate,3,3,17,55483,2,-1,Development,2,3,2,5,2,1,11,4,6,2,1,Senior Developer,Yes
14414,Male,Married,Doctorate,1,4,7,81582,2,1,DevOps,3,3,3,3,4,3,8,8,8,1,2,Product Owner,No
14415,Male,Married,Graduate,2,4,6,77524,2,0,Sales,3,8,4,2,3,4,15,4,12,4,4,VP,Yes
14416,Female,Married,Post-Graduate,2,3,6,89049,3,-1,Testing,3,6,2,3,1,3,19,7,10,3,2,VP,Yes
14417,Male,Divorced,Post-Graduate,4,5,12,49674,2,-2,People Management,2,3,0,1,4,2,19,3,8,2,3,Senior Developer,No
14418,Female,Married,Graduate,3,3,13,51980,2,1,Consultancy,2,3,3,5,5,2,19,3,5,4,2,Senior Developer,Yes
14419,Male,Married,Post-Graduate,3,3,8,59510,2,1,Product Management,2,2,3,5,1,4,10,7,9,2,3,Product Manager,Yes
14420,Female,Single,Graduate,2,5,12,52757,2,1,Product Management,3,2,5,4,4,2,15,3,9,1,5,Product Manager,No
14421,Female,Single,Graduate,1,4,8,45909,2,0,HR,3,7,1,2,5,1,13,4,8,1,4,Product Manager,Yes
14422,Female,Married,Graduate,4,4,10,46317,2,1,Training,3,6,1,2,2,4,15,5,9,4,4,Product Manager,Yes
14423,Male,Divorced,Graduate,4,3,8,79400,3,1,Product Management,3,5,5,2,4,3,9,7,9,1,2,Product Owner,No
14424,Male,Divorced,Post-Graduate,4,4,8,93035,2,-1,Product Management,3,4,3,4,5,1,20,6,11,2,5,Product Owner,Yes
14425,Male,Married,Post-Graduate,1,5,14,63006,2,0,Product Management,3,1,1,2,5,4,19,3,5,4,2,Senior Developer,No
14426,Male,Single,Post-Graduate,4,3,8,92690,3,1,Development,3,4,2,3,4,3,19,3,10,4,4,Product Owner,Yes
